,ms_id,text
507,0300000008,I'll be flying from Chicago to N Y C tonight.
508,0300000009,He will be making a position change from tight end to O L.
509,0300000010,"Turn up the A C, please."
510,0300000011,The man had to check in with his P O every week.
511,0300000012,L A is the city in America.
512,0300000013,Hartsfield Jackson International Airport is abbreviated A T L.
513,0300000014,My name is spelled S Y D.
514,0300000015,"I mean wood, W O O D not would."
515,0300000016,I usually play it on my P C.
516,0300000017,"I'm getting closer, E T A twenty minutes."
517,0300000018,He was stopped by the N Y P D.
518,0300000019,The zipper was stamped with the letters Y K K.
519,0300000020,"That's not how you spell my name, F Y I."
520,0300000021,I want to exchange G B P for U S D.
521,0300000022,The game is going into O T.
522,0300000023,D I Y crafts has become popular in recent years.
523,0300000024,All I can say is S M H.
524,0300000025,It requires O E M parts.
525,0300000026,The show starts at five o'clock G M T.
526,0300000027,Please stay around after the show for an F A Q.
527,0300000028,He received a bottle of V S O P cognac for his birthday.
528,0300000029,Stay tuned to K S Q P for more great music.
529,0300000030,D C stands for direct current.
530,0300000031,He was accepted into G W University.
531,0300000032,He was on the cover of X X L magazine.
532,0300000033,Let's go to the pub and grab an I P A after work.
533,0300000034,I need an F A to look over the documents.
534,0300000035,"O M G, did you see the video?"
535,0300000036,I heard F I U has a really good business school.
536,0300000037,What happened to the A C D C poster you had?
537,0300000038,Please send in your C V before Monday for consideration for the position.
538,0300000039,The sinking boat sent out an S O S signal.
539,0300000040,You will need your I D when checking in.
540,0300000041,You need a J D degree to practice law.
541,0300000042,The young boy was diagnosed with A D H D.
542,0300000043,He earned a master's degree from N E U.
543,0300000044,Please send me the U R L of the website.
544,0300000045,He signed a deal to compete in the featherweight division of the U F C.
545,0300000046,I got my P M P certificate yesterday.
546,0300000047,I need to hire a D J for my wedding party.
547,0300000048,I will be majoring in C S.
548,0300000049,I think there is something wrong with the S D card.
549,0300000050,I scored really high on my G R E.
550,3000000001,"Yes, I have a lot of furniture and a lot of books."
551,3000000002,"After that, I couldn't find the strange man again."
552,3000000003,"So, I can bring a couch and a washing machine."
553,3000000004,People come to celebrate and not to eat.
554,3000000005,I did not think about that.
555,3000000006,"No, I don't like that, because sometimes I'm not at home."
556,3000000007,We got into the apartment building.
557,3000000008,The kitchen is very small.
558,3000000009,She had used this perfume before.
559,3000000010,She asked me to run to the mail room and grab the mail.
560,3000000011,What more can I say?
561,3000000012,I have to buy sunscreen.
562,3000000013,Is Lena still friends with her?
563,3000000014,"Yes, the price is too expensive."
564,3000000015,What do we need a console for?
565,3000000016,You say that you are going to help me.
566,3000000017,We need a hiding place.
567,3000000018,"Yes, they are also available in black and yellow."
568,3000000019,When will you pack your suitcase?
569,3000000020,You are all so serious.
570,3000000021,Where do you live?
571,3000000022,It was covered with green buds.
572,3000000023,I've never been there.
573,3000000024,I can't change it anymore.
574,3000000025,How was your trip last week?
575,3000000026,"No, my dog does not bite."
576,3000000027,I don’t know what that dream is that you have.
577,3000000028,I think your suggestion is great.
578,3000000029,You are a really creative person.
579,3000000030,The only thing I could find was one single envelope.
580,3000000031,Is there anything left to discuss?
581,3000000032,"So, I still have five pots and a kettle."
582,3000000033,I want to go there too.
583,3000000034,You should find some shelter from the cold night.
584,3000000035,I have to clean and then cook food.
585,3000000036,"I spent more than I thought I would, cooking this meal."
586,3000000037,Why don’t you bring it in?
587,3000000038,Are you taking your pets with you?
588,3000000039,"Two hours later, he didn’t come back."
589,3000000040,I'll bring the sofa and a coffee table.
590,3000000041,I was shocked by how she was able to jump so high.
591,3000000042,Because my pot is too small.
592,3000000043,"The apartment has three rooms, the house would be enough for us."
593,3000000044,"Yes, should I get the cleaning products?"
594,3000000045,I think we do not need a microwave.
595,3000000046,Then he probably had an important conversation.
596,3000000047,Tell me what you want to see in New York.
597,3000000048,I thought about celebrating it on a boat.
598,3000000049,I did a lot of research and my dad worked there as well.
599,3000000050,But I want to fly in the morning.
600,3000000051,It’s very cold up north.
601,3000000052,I wish I knew how to ride a bike.
602,3000000053,"No, our neighbors would not agree with that."
603,3000000054,"No, of course I don't have a bike."
604,3000000055,"In my opinion, we also need black cutlery."
605,3000000056,I cooked rice with meat and veggies.
606,3000000057,Have you moved out already?
607,3000000058,Then buy a white and black door.
608,3000000059,You can't just tell me you're not coming at the last minute.
609,3000000060,Do you agree with what I just wrote?
610,3000000061,I think we should buy black balloons.
611,3000000062,"What would it be, for example?"
612,3000000063,Which color do you want?
613,3000000064,Is it okay for you to put her posters in your room?
614,3000000065,Please just answer my questions.
615,3000000066,Which city do you want to travel to?
616,3000000067,I would take cheese skewers and small snacks.
617,3000000068,Lena has more furniture than you.
618,3000000069,You have to explain it to me.
619,3000000070,I think it's better if we leave later on.
620,3000000071,"Yes, her mother will sew it for us."
621,3000000072,Please don't keep asking me these questions.
622,3000000073,"Yes, I would be very happy about that."
623,3000000074,"Yes, I'm really looking forward to it."
624,3000000075,"Yes, I'm a bit forgetful."
625,3000000076,I still have a good idea.
626,3000000077,I don't know when and where I want to spend it.
627,3000000078,That's a real talent move.
628,3000000079,Where do we get moving boxes?
629,3000000080,Everyone gets their own bedroom.
630,3000000081,I will come to office later.
631,3000000082,What time do we want to start?
632,3000000083,Why do you set it free?
633,3000000084,Do you have time to cook on weekdays?
634,3000000085,There are two small rooms and a big room.
635,3000000086,It is better than nothing.
636,3000000087,That is not a problem.
637,3000000088,You'll get everything you want.
638,3000000089,We can go back to the art gallery tomorrow together.
639,3000000090,"Yes, tell me the truth."
640,3000000091,"That's right, we planned it that way."
641,3000000092,"At the moment, he might be busy."
642,3000000093,We can alternate every week.
643,3000000094,I came up with something spontaneously.
644,3000000095,She also has a container for toothpaste and toothbrushes.
645,3000000096,I would choose rock music.
646,3000000097,Why on earth are you saying it is my fault?
647,3000000098,"So, Lena will bring a TV."
648,3000000099,Have we already clarified what we are doing tomorrow?
649,3000000100,How did you all know it was my birthday today?
650,3000000101,We don't have to pay for airline tickets.
651,3000000102,I think there's a dishwasher in the apartment.
652,3000000103,Did you make these cakes yourself?
653,3000000104,"Yes, that would work."
654,3000000105,Is it okay for her to move in with you?
655,3000000106,Can I use this bowl?
656,3000000107,He is such a creative person.
657,3000000108,I will take clothes and toiletries with me.
658,3000000109,I also wanted to go there two years ago.
659,3000000110,The job I'm doing now requires a lot of concentration.
660,3000000111,He's always hanging out with someone.
661,3000000112,How do you know the area so well?
662,3000000113,I'm sorry about what happened the other day.
663,3000000114,"I threw it at a bird, and it went straight to the plate."
664,3000000115,You shouldn't buy two doors.
665,3000000116,I mean the door should be black and white.
666,3000000117,You don’t know the world is big.
667,3000000118,You can come out and have a look by yourself.
668,3000000119,How big the world is!
669,3000000120,"It's a good idea, honey."
670,3000000121,I can also get a fridge.
671,3000000122,Donny is my little brother.
672,3000000123,He is a naughty boy.
673,3000000124,It all works out in the end anyway.
674,3000000125,How long does the flight actually take?
675,3000000126,"No, I do not like that, because otherwise everything is black."
676,3000000127,What can I do now?
677,3000000128,I still have a kettle and toaster.
678,3000000129,Now we have everything planned.
679,3000000130,"The problem is, how will we transport everything?"
680,3000000131,Are we at the same university?
681,3000000132,We have everything planned now.
682,3000000133,"That's very interesting, I love it."
683,3000000134,I've tried restarting the computer but it didn't work.
684,3000000135,That's not our topic now.
685,3000000136,You will not believe it.
686,3000000137,The answer you gave is incorrect.
687,3000000138,You have not suggested anything yet.
688,3000000139,"Nevertheless, I am proud of myself."
689,3000000140,"Yes, but let's make it another day when we clean the whole house."
690,3000000141,"Okay, I agree, but you need to think about it as well."
691,3000000142,I brought the envelopes up to my mom.
692,3000000143,We have already clarified the services.
693,3000000144,Lena just told me that she can also bring a TV.
694,3000000145,I hope you agree with my suggestions.
695,3000000146,I would like to take over the kitchen service.
696,3000000147,Lena wants to vacuum and wipe.
697,3000000148,"No, I remembered that my father has a moving company."
698,3000000149,He believes he can do that.
699,3000000150,We could spend the night on the boat too.
700,3000000151,It is full of life and fulfilment.
701,3000000152,We helped each other out.
702,3000000153,"Since I am the boss, I can plan my vacation myself."
703,3000000154,She then walked into her room.
704,3000000155,"Yes, that would be good."
705,3000000156,"Yes, that would be a suggestion."
706,3000000157,After two months we have holidays again.
707,3000000158,"Here, come to have some grapes."
708,3000000159,You do not have to say anything anymore.
709,3000000160,We can fly with my helicopter.
710,3000000161,I cannot believe how much he grew in the past year.
711,3000000162,I'm looking forward to the holiday.
712,3000000163,Maybe I'll fly there in the winter.
713,3000000164,"Yes, I will use dark shades."
714,3000000165,You will cook Monday and Tuesday.
715,3000000166,People tend to find happiness.
716,3000000167,Is that your best excuse?
717,3000000168,I would not have thought you were a jazz fan.
718,3000000169,You should really think about what you're going to bring to the party.
719,3000000170,Maybe you'll think of something else.
720,3000000171,Lend them a bit of your time and support.
721,3000000172,Today my best friend saved my life.
722,3000000173,It may be that he did not see you.
723,3000000174,Lena wants to buy a curtain.
724,3000000175,"It started off really well, and just kept getting better."
725,3000000176,You need to manage your appetite.
726,3000000177,"If you want, I can get the curtains."
727,3000000178,Set your goal and write down your reasons for them.
728,3000000179,I am satisfied with the rent for this luxury apartment.
729,3000000180,I thought he was nice.
730,3000000181,"Yes, you're right about this."
731,3000000182,Do you have time all day?
732,3000000183,I tried to pet him.
733,3000000184,You can also clean the bathroom.
734,3000000185,"You see, I discovered your little secret."
735,3000000186,I knew I had a challenge.
736,3000000187,"No, but I don't think it's alright that the apartment has no front door."
737,3000000188,"Great, but I want to fly in the evening."
738,3000000189,"That's not a serious question, is it?"
739,3000000190,What do you think you're going to buy?
740,3000000191,I have a few questions about that.
741,3000000192,It looks happier than before.
742,3000000193,Have we already clarified everything?
743,3000000194,I think that's better too.
744,3000000195,We still have to plan everything.
745,3000000196,"Yeah, I've been thinking about our relationship for the past few days."
746,3000000197,What do you want to do now?
747,3000000198,I have to work to make school interesting.
748,3000000199,Should we buy some food?
749,3000000200,I had a teacher who taught me that.
750,3000000201,Everyone should iron their clothes.
751,3000000202,Because they are so intelligent.
752,3000000203,Those are their locker numbers.
753,3000000204,"That's good, otherwise we would have to pay for the bike rack."
754,3000000205,How well do you feel when you have sunshine?
755,3000000206,When does the party take place again?
756,3000000207,What effect does it have on our psyche?
757,3000000208,We were so positive all year round.
758,3000000209,"Yeah, that is easier said than done."
759,3000000210,"Yes, she likes to read books."
760,3000000211,In the end that's your choice.
761,3000000212,Don't tell me that you find the price too expensive.
762,3000000213,We can talk about cars and organize a car show.
763,3000000214,They are both really nice and pleasant.
764,3000000215,We are very good friends with Sophie and Julia.
765,3000000216,I'd like to put it in the living room.
766,3000000217,Where are all the labels?
767,3000000218,I am so happy for you.
768,3000000219,"Yes, honestly, I'm still thinking."
769,3000000220,"Hello, Lena has her birthday on Monday."
770,3000000221,"Pick a can, any can."
771,3000000222,That's fair for everyone.
772,3000000223,Maybe we can rent a truck.
773,3000000224,That would be an option too.
774,3000000225,I've got something to go with it.
775,3000000226,I'll probably go back to town tomorrow.
776,3000000227,"You look happier than usual, what is going on?"
777,3000000228,What's inside is the same.
778,3000000229,Maybe she likes those clothes.
779,3000000230,"No, we have not booked anything yet."
780,3000000231,"Please ask Lena, maybe she has one."
781,3000000232,"Yes, I will stay next to you every day."
782,3000000233,I have to know that now.
783,3000000234,Is this your last year here?
784,3000000235,What are you studying anyway?
785,3000000236,Can you swim there or are there any sharks?
786,3000000237,I'll get the dishwasher and the oven.
787,3000000238,There was a huge sale yesterday.
788,3000000239,Should I take something to eat?
789,3000000240,"Hello, would you like to move into an apartment with us?"
790,3000000241,Your father has a moving company.
791,3000000242,Now they live in a small apartment.
792,3000000243,"No, I do not have a car."
793,3000000244,It's worth a million dollars.
794,3000000245,Do you want to sign up too?
795,3000000246,I want to go somewhere fun with you and Jack.
796,3000000247,Did you enjoy the meal?
797,3000000248,Thank you very much for your hospitality.
798,3000000249,I don’t think we need a microwave.
799,3000000250,That's the first time I've heard of hot sushi.
800,3000000251,What does your everyday routine look like?
801,3000000252,Can you please behave like an adult?
802,3000000253,When did we want to move again?
803,3000000254,"No, but what happens if you forget your key?"
804,3000000255,They know a lot about cars.
805,3000000256,I need to sleep now.
806,3000000257,You can wrinkle up with cheer.
807,3000000258,At the moment I cannot think anymore.
808,3000000259,"My dear, what's for supper?"
809,3000000260,"Yes, is there something wrong?"
810,3000000261,"Yes, that's a good idea."
811,3000000262,I just finished my paper.
812,3000000263,Can you bring a bucket and a sponge?
813,3000000264,I need to buy a dress.
814,3000000265,Because she's my best friend.
815,3000000266,Now we can start from the kitchen.
816,3000000267,"Sure, let's take a look."
817,3000000268,It seldom rains this summer.
818,3000000269,I always buy clothes online.
819,3000000270,But you do not stay next to us every day.
820,3000000271,"Yeah, some places are very short of water."
821,3000000272,I dare say it will be.
822,3000000273,Why do you want to give her a blanket?
823,3000000274,Could you maybe do your art in the balcony?
824,3000000275,Some places are sure to be open.
825,3000000276,"Look, I forgot it again."
826,3000000277,"Yes, I'd like to know where you were."
827,3000000278,We will discuss that later.
828,3000000279,How do we have to pay the rent?
829,3000000280,I’m sure it will be wet when we arrive.
830,3000000281,Lena will get a bucket and three sponges.
831,3000000282,I need your help for a second.
832,3000000283,We can also use something blue.
833,3000000284,"Yes, I think so too."
834,3000000285,"Oh, how long have you been there?"
835,3000000286,Taking a walk on the beach and lying in the sun are pretty good.
836,3000000287,I've heard that the environment there is very good.
837,3000000288,"Yes, that's a good place to spend a holiday."
838,3000000289,I totally understand your situation.
839,3000000290,I have not seen her for a long time.
840,3000000291,I am going back tomorrow.
841,3000000292,Would it be okay if I could come too?
842,3000000293,I don't have a car.
843,3000000294,"Yes, but we have to buy everything very cheap."
844,3000000295,"Okay, everyone buys their own furniture for their own bedroom."
845,3000000296,I'm looking for some books for my mother.
846,3000000297,Our pizza is on the way!
847,3000000298,I have not seen them for a long time.
848,3000000299,"Oh, it's on that shelf."
849,3000000300,Why didn't you come today?
850,4000000001,I created a ticket number for you as a reference to this call.
851,4000000002,"OK, I just wanted to check if I was able to address all your concerns."
852,4000000003,Do you want to write it down?
853,4000000004,"Thank you so much, you too!"
854,4000000005,"I could definitely help you with that one, OK?"
855,4000000006,"Yes, of course I could."
856,4000000007,Welcome to Customer Service.
857,4000000008,How can we help you today?
858,4000000009,"Hello, and thank you for using our live chat service."
859,4000000010,Is there something in particular we can help you with?
860,4000000011,How are you doing today?
861,4000000012,May I ask why you contacted our chat service today?
862,4000000013,How may we assist you today?
863,4000000014,This is not for sale.
864,4000000015,It's great to see you again.
865,4000000016,Did you want to pick up where you left off?
866,4000000017,I wanted to mention that this chat may be recorded for quality assurance.
867,4000000018,This chat may be recorded and used for training purposes.
868,4000000019,This chat will be recorded for quality assurance purposes and for further follow-up if needed.
869,4000000020,We understand how you feel.
870,4000000021,We’re going to take care of this for you right now.
871,4000000022,We're deeply sorry about that.
872,4000000023,"Great to see you again, XYZ."
873,4000000024,I hope you’re doing well.
874,4000000025,Would you like me to show you some different products?
875,4000000026,Let me check and see what I can do for you.
876,4000000027,You’re connected to XYZ at Customer Service.
877,4000000028,"We’re very sorry, but we are not allowed to ship overseas at this time."
878,4000000029,"We apologize for the inconvenience, but our shipping options are limited at this time."
879,4000000030,Nice to have you here again.
880,4000000031,May I suggest this as an alternative?
881,4000000032,"To best meet your needs, I would recommend the following."
882,4000000033,I feel that the best way to solve your issue would be as follows.
883,4000000034,I understand how you feel.
884,4000000035,Would you like to speak with a supervisor?
885,4000000036,I would need to get approval from my manager for that request.
886,4000000037,May I transfer you to their line?
887,4000000038,Would you like me to refer you to my supervisor?
888,4000000039,I may need to check with my manager to accommodate that request.
889,4000000040,"If you would prefer, you may contact our phone support line."
890,4000000041,Our customer service phone number is as follows.
891,4000000042,"If you'd rather speak with an agent directly, you can reach us at this number."
892,4000000043,You may need to visit one of our in-store locations to accommodate that request.
893,4000000044,Would you like us to find the nearest location to you?
894,4000000045,"We're sorry, but an issue like that can only be handled at one location."
895,4000000046,The nearest store to you is here.
896,4000000047,How can I help you this time around?
897,4000000048,Would it be all right if I transferred you to the correct department?
898,4000000049,Do you want to check out something new?
899,4000000050,I believe my colleague will be able to best meet your needs.
900,4000000051,Is it okay with you if I transfer you to her?
901,4000000052,We genuinely appreciate your effort in bringing this to our attention.
902,4000000053,"However, my colleague would be happy to speak with you."
903,4000000054,Please hold on for one moment while I transfer you.
904,4000000055,I'm transferring you right now.
905,4000000056,We'll be back with you in just a moment.
906,4000000057,My colleague is available to speak with you.
907,4000000058,May I put you on hold for a moment while they review your information?
908,4000000059,I'll need to transfer you to another agent to get your problem resolved.
909,4000000060,Will you hold for a moment while I contact my colleague?
910,4000000061,My colleague is the one who will be able to best handle your issue.
911,4000000062,Please hold for a moment while I contact her line.
912,4000000063,"Yes, he is available if you would prefer to speak with him."
913,4000000064,"Of course, I can transfer you to him if you would prefer."
914,4000000065,"I'm sorry, but she is currently unavailable."
915,4000000066,Would you like to leave him a message?
916,4000000067,Let us look into it.
917,4000000068,It may take us a moment to review that information.
918,4000000069,May we put you on hold?
919,4000000070,We’ll review your information and have an answer for you very shortly.
920,4000000071,"We apologize, but all of our agents are currently assisting other customers."
921,4000000072,Please hold for the next available agent.
922,4000000073,"We're sorry, all of our agents are on the line with other customers now."
923,4000000074,"If you can hold for a couple of minutes, we’ll contact you very soon."
924,4000000075,There are currently five customers ahead of you in line.
925,4000000076,You are allowed three devices on the network for no additional cost.
926,4000000077,We expect that an agent will be available to help you shortly.
927,4000000078,There are currently three customers in line.
928,4000000079,An agent should be free to assist you very shortly.
929,4000000080,"Thank you very much for holding, and sorry about that wait!"
930,4000000081,Thanks for noticing this and letting us know.
931,4000000082,"We do apologize about that wait, but we’re ready to assist you."
932,4000000083,We thank you for holding and apologize about the wait.
933,4000000084,We'll need to collect a little bit of additional information before we proceed.
934,4000000085,"To meet your needs, we'll need to verify some of your information."
935,4000000086,May I ask for some more information before we continue?
936,4000000087,"I'll need your full credit card number, expiration date, and security code."
937,4000000088,May have your current billing address?
938,4000000089,"To place your order, I'll need either a credit or debit card."
939,4000000090,"Before we proceed, may I ask you to verify your current home address?"
940,4000000091,And what is the listed zip code of your current account?
941,4000000092,May I have your account number listed on your bill?
942,4000000093,"If you give me your account number, I can begin looking up your information."
943,4000000094,"If you would verify your date of birth, we can look up your account information."
944,4000000095,I assure of quick help on that.
945,4000000096,We may need to use screen sharing to diagnose your issue.
946,4000000097,Can you please share your screen with me?
947,4000000098,We're having a little trouble diagnosing your issue based on the information provided.
948,4000000099,Is it okay for us to remotely access your computer?
949,4000000100,We aren't able to solve this issue without some more information.
950,4000000101,It would be a great help to us if we could remotely access your computer.
951,4000000102,Sorry your payment failed.
952,4000000103,Could you please tell us more about the problem you’re facing?
953,4000000104,May I provide assistance in helping you decide?
954,4000000105,For how long have you been troubled by this?
955,4000000106,We can review your options again if you'd like!
956,4000000107,"If you'd like to wait, we can save your information for you."
957,4000000108,We can give you some time to think about it.
958,4000000109,We're positive that you'll be satisfied.
959,4000000110,Your order has been delivered!
960,4000000111,We're confident that you'll be happy with that option.
961,4000000112,It looks like you're visiting quite a few pages without making a purchase!
962,4000000113,Have you taken any step yourself?
963,4000000114,It's been a while since you've contacted us!
964,4000000115,Feel free to let us know if you need any help during your order.
965,4000000116,It's been a while since you've last checked your shopping cart.
966,4000000117,"Are you ready to check out, or can we help you browse our selection?"
967,4000000118,It looks like you've been inactive for a while.
968,4000000119,Can we help you find anything?
969,4000000120,Could you please confirm your order ID?
970,4000000121,Do you need help locating something?
971,4000000122,It seems like you've been inactive for a few minutes.
972,4000000123,I feel bad to hear you have had to face this problem.
973,4000000124,Could you elaborate a bit more so that I can know it better?
974,4000000125,Please feel free to use our live chat service if you have any questions.
975,4000000126,This promotion is currently going on through the end of the month.
976,4000000127,Right now we're offering a discount on these items.
977,4000000128,You should know that we're currently offering a discount on these items.
978,4000000129,Would you like to take advantage of this limited-time offer?
979,4000000130,"In order to serve you better, we would need you to share more information."
980,4000000131,"We do apologize, but the time limit on that promotion has expired."
981,4000000132,Could you please fill up this form?
982,4000000133,I can list the other specials we currently have going on right now.
983,4000000134,Could we interest you in these items as well?
984,4000000135,They complement each other nicely.
985,4000000136,Customers in the past have found that purchasing these items together made their lives easier.
986,4000000137,These products will not be able to be used together.
987,4000000138,Would you still like to proceed?
988,4000000139,These items are not compatible.
989,4000000140,Would you like to return to the store?
990,4000000141,May we suggest this product as an alternative?
991,4000000142,It won’t take more than one minute.
992,4000000143,I intend to deliver you the best experience.
993,4000000144,"So, take some time out and fill this little form."
994,4000000145,"Sorry, you seem to have connected to the wrong department."
995,4000000146,Let us take you to the right team.
996,4000000147,Your query is valid.
997,4000000148,"If you'd like to hear all of your shipping options, we can list them."
998,4000000149,"However, I am not the right person to help with that."
999,4000000150,Let me connect you to the department specialized for such matters.
1000,4000000151,I now need to take your case to the senior representative.
1001,4000000152,We can get it done by today.
1002,4000000153,I will take it from here.
1003,4000000154,Please feel free to contact us again if you have any more problems.
1004,4000000155,Thank you for using our live chat service.
1005,4000000156,I am now closing this chat.
1006,4000000157,"If you have any more issues, please don't hesitate to let us know."
1007,4000000158,May I connect your call to them?
1008,4000000159,"Dear Peter, it may take me some time to retrieve the information you seek."
1009,4000000160,We hope to see you again!
1010,4000000161,We hope to hear from you again!
1011,4000000162,We appreciate your service and hope to hear from you soon!
1012,4000000163,It's been a while since your last response.
1013,4000000164,Please respond within the next few minutes or this chat will be ended.
1014,4000000165,Try moving closer to your router to better connectivity.
1015,4000000166,"Hello, it seems that you are away."
1016,4000000167,May I put on hold till that time?
1017,4000000168,"If you still need my help, you can request a chat again."
1018,4000000169,If servers are busy then there might be a slight delay.
1019,4000000170,"If you have further issues, you can reach us here."
1020,4000000171,"Thanks, Allan, for bringing this up."
1021,4000000172,"Dear, your problem is genuine."
1022,4000000173,Let me find out and get back to you.
1023,4000000174,We can make sure to have it sent to you as soon as possible.
1024,4000000175,I can place the order for you now.
1025,4000000176,Please let me know if there's anything else I can do to better assist you.
1026,4000000177,I will send you a replacement right away.
1027,4000000178,Please accept my apologies again for the inconvenience.
1028,4000000179,"According to the tracking number, your order is due to arrive on Monday."
1029,4000000180,I appreciate you bringing this to my attention.
1030,4000000181,I'm working to fix it as quickly as possible.
1031,4000000182,"However, I need to check with my team to update you on this further."
1032,4000000183,I will follow up with you when I know more.
1033,4000000184,Thank you for your patience.
1034,4000000185,I am sorry that my response time may be slower than usual.
1035,4000000186,Your feedback is important to me.
1036,4000000187,I will get back to you as soon as possible.
1037,4000000188,Thanks for getting in touch!
1038,4000000189,I actually created a tutorial for the exact issue you described.
1039,4000000190,"If that doesn't help resolve your issue, please feel free to contact me again."
1040,4000000191,Is there anything else I can assist you with today?
1041,4000000192,I'm always happy to help.
1042,4000000193,I understand how upsetting this must be.
1043,4000000194,I'm going to do everything I can to fix the problem for you.
1044,4000000195,I really hope that helps.
1045,4000000196,We hope you had a satisfactory experience with us today.
1046,4000000197,We look forward to working with you in the future.
1047,4000000198,I can certainly take care of that for you.
1048,4000000199,Could you please hold on there for a few seconds?
1049,4000000200,May I suggest this instead?
1050,4000000201,I understand your request.
1051,4000000202,The XYZ team is better handled to help you with that.
1052,4000000203,"I've done the same thing myself before, so I can definitely relate."
1053,4000000204,I'm truly sorry about that.
1054,4000000205,It looks like you're purchasing an incompatible accessory.
1055,4000000206,"We're sorry, but that promotion is over."
1056,4000000207,"Morning, Chris speaking, how may I help you?"
1057,4000000208,Call me if you need me to bring over something else.
1058,4000000209,Will you be picking up in-store or shall we ship it to you?
1059,4000000210,Would you mind being put on hold in the for a while?
1060,4000000211,You should call the shipping line since it’s only updated on the web.
1061,4000000212,Let me give you the container number here.
1062,4000000213,We sincerely apologize for the inconvenience caused to you due to that.
1063,4000000214,It is actually confined to ship.
1064,4000000215,Ok just one moment here.
1065,4000000216,"Perfect, then let me contact them."
1066,4000000217,I am sorry to hear about that.
1067,4000000218,You should not have had to go through it.
1068,4000000219,"I’m just checking the status of a billing, please."
1069,4000000220,"Ok, what's the billing number?"
1070,4000000221,We feel bad for the unpleasant experience you had to go through.
1071,4000000222,We’re sorry and we can confirm the earliest solution to your problem.
1072,4000000223,Thanks for buying from us!
1073,4000000224,"I also cleared an issue, should be available for pick up then."
1074,4000000225,"Oh, how many days of free time?"
1075,4000000226,Let us fix the issue immediately.
1076,4000000227,Your free trial will expire tomorrow.
1077,4000000228,We hope you’re having a good time with our product.
1078,4000000229,How has been your experience with our product?
1079,4000000230,You may need to refresh the page to see the new updates.
1080,4000000231,We will contact you again soon later.
1081,4000000232,"If any issue, we’re just a call away."
1082,4000000233,I hope you’re not facing the same issue again.
1083,4000000234,"I see, so the charges would technically start on the fourth."
1084,4000000235,Hit the refresh button and see if the form pops up.
1085,4000000236,"If you ever come across this problem, feel free to reach out to us."
1086,4000000237,I can completely understand why you’re so upset.
1087,4000000238,"Hey Chris, how are you doing?"
1088,4000000239,"I can assure you, such issues won't be repeated ever again."
1089,4000000240,"Good morning, I’m Christina, may I help you?"
1090,4000000241,Do you want me to call you back?
1091,4000000242,I’m hoping you can call me back.
1092,4000000243,"Okay no problem, I will call you back."
1093,4000000244,"Select ""debug"" from the options list."
1094,4000000245,"Good afternoon, Kristy here, how can I help you?"
1095,4000000246,I want to see the status of a container.
1096,4000000247,Can I get the number please?
1097,4000000248,You’re a valuable customer to us and your frustration is completely valid.
1098,4000000249,"Ok, one moment please while I pull it up."
1099,4000000250,Anyone in your place would feel the same.
1100,4000000251,Can you pull an internal report for me?
1101,4000000252,Fill out a crash report and our technicians will get back to you shortly.
1102,4000000253,Can you please check the system again and make sure it is the correct container?
1103,4000000254,Try and see if you can move your cursor now.
1104,4000000255,"Can you help me check my list of charges, please?"
1105,4000000256,I assure you a quick resolution to the problem.
1106,4000000257,"So, after those days it goes up?"
1107,4000000258,Huge thanks for using our product for this long.
1108,4000000259,You can add this class to your schedule for an additional charge.
1109,4000000260,Let me know when you get prompted by the download wizard.
1110,4000000261,How about we put a freeze on your account?
1111,4000000262,Is there anything else I can do for you?
1112,4000000263,"No, that's all, thank you."
1113,4000000264,"Ok, thank you, have a nice day, bye-bye."
1114,4000000265,Our best guys are already on it.
1115,4000000266,We need to get an invoice for the charge made in March.
1116,4000000267,Can you send me the billing number for the container?
1117,4000000268,It just depends on how many my warehouse can take.
1118,4000000269,How many containers will you pick up today?
1119,4000000270,I can do one right now but I think both need to be picked up.
1120,4000000271,If the items are released then the charges are guaranteed.
1121,4000000272,If there anyway I can take up the containers tomorrow.
1122,4000000273,"Ok, sure, let me just email you."
1123,4000000274,"Yes, that’s why I’m trying to get this information."
1124,4000000275,"Yes, no problem, just send us the message."
1125,4000000276,I will also need the proof of release when I pick up the containers.
1126,4000000277,"Okay, no problem, I will just send you the invoice."
1127,4000000278,"Hi, how are you doing?"
1128,4000000279,Make sure you select the enterprise version of the software.
1129,4000000280,You can't pause the download.
1130,4000000281,I got a call from you that’s why I called you back.
1131,4000000282,Would you like an invoice?
1132,4000000283,We will provide you with the invoice.
1133,4000000284,"It is probably the wrong number, then."
1134,4000000285,We don’t support your device at the moment.
1135,4000000286,"Once we get everything up and running, we will get back to you."
1136,4000000287,I am your personal customer care manager.
1137,4000000288,"Oh, they gave the wrong number then, sorry."
1138,4000000289,Unplug the computer if your screen freezes.
1139,4000000290,"Good afternoon, who am I speaking to?"
1140,4000000291,I did a real billing on your website.
1141,4000000292,I’ll give you a direct phone number for the real billing department.
1142,4000000293,"Ok, that would be great!"
1143,4000000294,Why don’t you take our valid coupon?
1144,4000000295,Make sure there aren't any other devices connected on the network.
1145,4000000296,Are there any exports remaining at all?
1146,4000000297,Let me get my team on it.
1147,4000000298,How long is the wait time?
1148,4000000299,You made a wise choice contacting our support.
1149,4000000300,"Ok, I will keep waiting, then."
